<<<<<<< HEAD
Procurement Reference (Mandatory for Third Party - 1° Tier Vendor)  or IBM identification Nbr.	Entity Name (IBM or Third Party vendor)	Address/country	Is there further sub-contracting to second or third tier vendors? If so  please provide the full names and full address of 2nd or 3rd tier vendors	Offering ID (level 30)	Offering ID (level 40)	In what category is the Vendor s Service Description ? (using the categories in GSAR (Global Solution Architecture Repository))	On boarding	Off-Boarding	Offering Owner	Assesment Owner	NOTE
IBM_IMP0032|Softlayer Technologies do Brasil Ltda.|Rua Presbitero Plinio Alves De Souza  n. 757  Bairro Medeiros  Jundiai  13212-181  -   Brazil|N/A|6941-94X|6948-64M (GTS)  6943-11C (SO)|Managed Services without Orchestration|||Craig Poole/UK/IBM|Craig Poole/UK/IBM|PID00100671 - Entity will be selected based on customer requirements and location      -      The global offering is  present in some countries and not all  therefore this is only focused on the countries where the offerings reside and are supported from and enabled. In some case in countries indeed have offerings  no vendors are listed for that particular country. This could be for many reasons  i.e. a Participation Agreement has not been set up within the vendor in country and instead a different country used for the procurement process.
IBM_IMP0032|Softlayer Technologies do Brasil Ltda.|Rua Presbitero Plinio Alves De Souza  n. 757  Bairro Medeiros  Jundiai  13212-181  -   Brazil|N/A|6950-07F|6948-46F|Managed Network Services|||Palash Bose|KG John Justin|
IBM_IMP0032|Softlayer Technologies do Brasil Ltda.|Rua Presbitero Plinio Alves De Souza  n. 757  Bairro Medeiros  Jundiai  13212-181  -   Brazil|N/A|6950-15Y|6948-52N|iBM Cloud Resiliency Orchestration|11/15/2016|12/31/2050|Anilkumar Khadke|Anilkumar Khadke|PID00100912 - this is for IBM cloud (Softlayer POD s) . Customer can select any available POD
IBM_IMP0032|Softlayer Technologies do Brasil Ltda.|Rua Presbitero Plinio Alves De Souza  n. 757  Bairro Medeiros  Jundiai  13212-181  -   Brazil|N/A|6950-15Y|6948-52P (GTS)  6943-07S (SO)|Orchestrated Disaster Recovery as a Service|||Craig Poole/UK/IBM|Craig Poole/UK/IBM|PID00100671 - Entity will be selected based on customer requirements and location      -      The global offering is  present in some countries and not all  therefore this is only focused on the countries where the offerings reside and are supported from and enabled. In some case in countries indeed have offerings  no vendors are listed for that particular country. This could be for many reasons  i.e. a Participation Agreement has not been set up within the vendor in country and instead a different country used for the procurement process.
IBM_IMP0032|Softlayer Technologies do Brasil Ltda.|Rua Presbitero Plinio Alves De Souza  n. 757  Bairro Medeiros  Jundiai  13212-181  -   Brazil|N/A|6950-15Y|6948-64M (GTS)  6943-11C (SO)|Managed Services without Orchestration|||Craig Poole/UK/IBM|Craig Poole/UK/IBM|PID00100671 - Entity will be selected based on customer requirements and location      -      The global offering is  present in some countries and not all  therefore this is only focused on the countries where the offerings reside and are supported from and enabled. In some case in countries indeed have offerings  no vendors are listed for that particular country. This could be for many reasons  i.e. a Participation Agreement has not been set up within the vendor in country and instead a different country used for the procurement process.
IBM_EXP0028|Softlayer Technologies France S.A.S.|7 rue Petit 92110 Clichy   -  France|N/A|6941-03S|6943-05Z|Managed Network Services|||Palash Bose|KG John Justin|Onboarding & off boarding date is subject to contract
IBM_EXP0028|Softlayer Technologies France S.A.S.|7 rue Petit 92110 Clichy   -  France|N/A|6941-94X|6948-52P (GTS)  6943-07S (SO)|Orchestrated Disaster Recovery as a Service|||Craig Poole/UK/IBM|Craig Poole/UK/IBM|PID00100671 - Entity will be selected based on customer requirements and location      -      The global offering is  present in some countries and not all  therefore this is only focused on the countries where the offerings reside and are supported from and enabled. In some case in countries indeed have offerings  no vendors are listed for that particular country. This could be for many reasons  i.e. a Participation Agreement has not been set up within the vendor in country and instead a different country used for the procurement process.
IBM_EXP0028|Softlayer Technologies France S.A.S.|7 rue Petit 92110 Clichy   -  France|N/A|6941-94X|6948-64M (GTS)  6943-11C (SO)|Managed Services without Orchestration|||Craig Poole/UK/IBM|Craig Poole/UK/IBM|PID00100671 - Entity will be selected based on customer requirements and location      -      The global offering is  present in some countries and not all  therefore this is only focused on the countries where the offerings reside and are supported from and enabled. In some case in countries indeed have offerings  no vendors are listed for that particular country. This could be for many reasons  i.e. a Participation Agreement has not been set up within the vendor in country and instead a different country used for the procurement process.
IBM_EXP0028|Softlayer Technologies France S.A.S.|7 rue Petit 92110 Clichy   -  France|N/A|6950-07F|6948-46F|Managed Network Services|||Palash Bose|KG John Justin|Onboarding & off boarding date is subject to contract
IBM_EXP0028|Softlayer Technologies France S.A.S.|7 rue Petit 92110 Clichy   -  France|N/A|6950-15Y|6948-52N|IBM Cloud Resiliency Orchestration|11/15/2016|12/31/2050|Anilkumar Khadke|Anilkumar Khadke|PID00100912 - this is for IBM cloud (Softlayer POD s) . Customer can select any available POD
IBM_EXP0028|Softlayer Technologies France S.A.S.|7 rue Petit 92110 Clichy   -  France|N/A|6950-15Y|6948-52P (GTS)  6943-07S (SO)|Orchestrated Disaster Recovery as a Service|||Craig Poole/UK/IBM|Craig Poole/UK/IBM|PID00100671 - Entity will be selected based on customer requirements and location      -      The global offering is  present in some countries and not all  therefore this is only focused on the countries where the offerings reside and are supported from and enabled. In some case in countries indeed have offerings  no vendors are listed for that particular country. This could be for many reasons  i.e. a Participation Agreement has not been set up within the vendor in country and instead a different country used for the procurement process.
IBM_EXP0028|Softlayer Technologies France S.A.S.|7 rue Petit 92110 Clichy   -  France|N/A|6950-15Y|6948-64M (GTS)  6943-11C (SO)|Managed Services without Orchestration|||Craig Poole/UK/IBM|Craig Poole/UK/IBM|PID00100671 - Entity will be selected based on customer requirements and location      -      The global offering is  present in some countries and not all  therefore this is only focused on the countries where the offerings reside and are supported from and enabled. In some case in countries indeed have offerings  no vendors are listed for that particular country. This could be for many reasons  i.e. a Participation Agreement has not been set up within the vendor in country and instead a different country used for the procurement process.
IBM_IMP0085|Softlayer Technologies Hong Kong Limited|Level 54  Hopewell Centre  183 Queen s Road East  -   Hong Kong|N/A|6940-93H|6943-07M  6943-07P  6948-22X  6948-52K  6948-52M|Infrastructure in IBM Cloud|1/1/2008|12/31/2050|Kameshwara Rayaprolu|Kameshwara Rayaprolu|
IBM_IMP0085|Softlayer Technologies Hong Kong Limited|Level 54  Hopewell Centre  183 Queen s Road East  -   Hong Kong|N/A|6941-03S|6943-05Z|Managed Network Services|||Palash Bose|KG John Justin|
IBM_IMP0085|Softlayer Technologies Hong Kong Limited|Level 54  Hopewell Centre  183 Queen s Road East  -   Hong Kong|N/A|6941-94X|6948-52P (GTS)  6943-07S (SO)|Orchestrated Disaster Recovery as a Service|||Craig Poole/UK/IBM|Craig Poole/UK/IBM|PID00100671 - Entity will be selected based on customer requirements and location      -      The global offering is  present in some countries and not all  therefore this is only focused on the countries where the offerings reside and are supported from and enabled. In some case in countries indeed have offerings  no vendors are listed for that particular country. This could be for many reasons  i.e. a Participation Agreement has not been set up within the vendor in country and instead a different country used for the procurement process.
IBM_IMP0085|Softlayer Technologies Hong Kong Limited|Level 54  Hopewell Centre  183 Queen s Road East  -   Hong Kong|N/A|6941-94X|6948-64M (GTS)  6943-11C (SO)|Managed Services without Orchestration|||Craig Poole/UK/IBM|Craig Poole/UK/IBM|PID00100671 - Entity will be selected based on customer requirements and location      -      The global offering is  present in some countries and not all  therefore this is only focused on the countries where the offerings reside and are supported from and enabled. In some case in countries indeed have offerings  no vendors are listed for that particular country. This could be for many reasons  i.e. a Participation Agreement has not been set up within the vendor in country and instead a different country used for the procurement process.
IBM_IMP0085|Softlayer Technologies Hong Kong Limited|Level 54  Hopewell Centre  183 Queen s Road East  -   Hong Kong|N/A|6950-07F|6948-46F|Managed Network Services|||Palash Bose|KG John Justin|
IBM_IMP0085|Softlayer Technologies Hong Kong Limited|Level 54  Hopewell Centre  183 Queen s Road East  -   Hong Kong|N/A|6950-15Y|6948-52N|iBM Cloud Resiliency Orchestration|11/15/2016|12/31/2050|Anilkumar Khadke|Anilkumar Khadke|PID00100912 - this is for IBM cloud (Softlayer POD s) . Customer can select any available POD
IBM_IMP0085|Softlayer Technologies Hong Kong Limited|Level 54  Hopewell Centre  183 Queen s Road East  -   Hong Kong|N/A|6950-15Y|6948-52P (GTS)  6943-07S (SO)|Orchestrated Disaster Recovery as a Service|||Craig Poole/UK/IBM|Craig Poole/UK/IBM|PID00100671 - Entity will be selected based on customer requirements and location      -      The global offering is  present in some countries and not all  therefore this is only focused on the countries where the offerings reside and are supported from and enabled. In some case in countries indeed have offerings  no vendors are listed for that particular country. This could be for many reasons  i.e. a Participation Agreement has not been set up within the vendor in country and instead a different country used for the procurement process.
IBM_IMP0085|Softlayer Technologies Hong Kong Limited|Level 54  Hopewell Centre  183 Queen s Road East  -   Hong Kong|N/A|6950-15Y|6948-64M (GTS)  6943-11C (SO)|Managed Services without Orchestration|||Craig Poole/UK/IBM|Craig Poole/UK/IBM|PID00100671 - Entity will be selected based on customer requirements and location      -      The global offering is  present in some countries and not all  therefore this is only focused on the countries where the offerings reside and are supported from and enabled. In some case in countries indeed have offerings  no vendors are listed for that particular country. This could be for many reasons  i.e. a Participation Agreement has not been set up within the vendor in country and instead a different country used for the procurement process.
IBM_IMP0085|Softlayer Technologies Hong Kong Limited|Level 54  Hopewell Centre  183 Queen s Road East  -   Hong Kong|N/A|6950-93H|6943-07M  6943-07P  6948-22X  6948-52K  6948-52M|Infrastructure in IBM Cloud|1/1/2008|12/31/2050|Kameshwara Rayaprolu|Kameshwara Rayaprolu|
IBM_IMP0100|SoftLayer Technologies India Private Limited|No.12  Subramanya Arcade  Bannerghatta Main Road  -   India|N/A|6940-93H|6943-07M  6943-07P  6948-22X  6948-52K  6948-52M|Infrastructure in IBM Cloud|1/1/2008|12/31/2050|Kameshwara Rayaprolu|Kameshwara Rayaprolu|
IBM_IMP0100|SoftLayer Technologies India Private Limited|No.12  Subramanya Arcade  Bannerghatta Main Road  -   India|N/A|6941-03S|6943-05Z|Managed Network Services|||Palash Bose|KG John Justin|
IBM_IMP0100|SoftLayer Technologies India Private Limited|No.12  Subramanya Arcade  Bannerghatta Main Road  -   India|N/A|6941-94X|6948-52P (GTS)  6943-07S (SO)|Orchestrated Disaster Recovery as a Service|||Craig Poole/UK/IBM|Craig Poole/UK/IBM|PID00100671 - Entity will be selected based on customer requirements and location      -      The global offering is  present in some countries and not all  therefore this is only focused on the countries where the offerings reside and are supported from and enabled. In some case in countries indeed have offerings  no vendors are listed for that particular country. This could be for many reasons  i.e. a Participation Agreement has not been set up within the vendor in country and instead a different country used for the procurement process.
